Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Price range,Aggregate rating,Votes
821,Twigly,1,Gurgaon,"Huda Market, Sector 46, Near Sector 31, Gurgaon",Sector 31,"Sector 31, Gurgaon",77.0587634,28.4344744,"Asian, Continental, Fast Food",500,Indian Rupees(Rs.),No,Yes,2,4.5,76
822,Cake N Gifts,1,Noida,"CDR Complex, Sector 15, Noida",Sector 15,"Sector 15, Noida",0,0,Bakery,300,Indian Rupees(Rs.),No,No,1,0,0
823,Indian Summer Cafe,1,Patna,"Satya Narain Building, Exhibition Road, Golambar, Patna",Golambar,"Golambar, Patna",85.14262542,25.6097878,"Continental, Cafe, Italian, Pizza, North Indian, Chinese, Bakery, Mughlai",600,Indian Rupees(Rs.),No,No,2,3.4,16
824,Bangali Restaurant,1,Noida,"Shop 4, Opposite Value Bazaar, Sector 44, Noida",Sector 44,"Sector 44, Noida",77.3374228,28.5541271,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,2,0,1
825,McDonald's,1,New Delhi,"D Mall, Netaji Subhash Place, New Delhi","D Mall, Netaji Subhash Place","D Mall, Netaji Subhash Place, New Delhi",77.1527796,28.6925129,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,2,3.4,41
826,Gupta Ji Ka Dhaba,1,New Delhi,"Near Uphaar Cinema, Green Park Extension Market, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.2058893,28.5583275,North Indian,300,Indian Rupees(Rs.),No,Yes,1,2.6,49
827,Bombay Brunch,1,New Delhi,"296, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1691864,28.5888327,"Street Food, South Indian",400,Indian Rupees(Rs.),No,Yes,1,4.1,295
828,Lajawab Chicken & Fish Fry,1,New Delhi,"843/1, Opposite Metro Pillar 116, Ghitorni, Near MG Road, New Delhi",MG Road,"MG Road, New Delhi",77.1465358,28.4925721,Mughlai,350,Indian Rupees(Rs.),No,No,1,0,0
829,Flashback Midnight Hunger,1,New Delhi,"Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.1778506,28.643732,"Italian, Continental, Fast Food, Chinese",600,Indian Rupees(Rs.),No,Yes,2,3.4,50
830,Food Army,1,New Delhi,"T-265 C/8A, Chirag Dilli, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2243276,28.5373992,"North Indian, Mughlai, Chinese",450,Indian Rupees(Rs.),No,Yes,1,2.3,18
831,Uptown Vietnam cuisine,216,Columbus,"1250 Broadway, Columbus, GA 31901",Columbus,"Columbus, Columbus",-84.992671,32.470315,"Asian, Vietnamese",10,Dollar($),No,No,1,3.3,33
832,Bikaner Sweets,1,New Delhi,"A-1/G3, Pushpa Bhawan, Alaknanda Market, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2542551,28.5253209,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,1,3.3,20
833,Sab Ki Khatir,1,New Delhi,"Ispat Bhawan, Near Petrol Pump, MCD Stall, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.2357472,28.5922808,Mughlai,450,Indian Rupees(Rs.),No,No,1,3.7,162
834,My Restaurant,1,Vizag,"HB Colony, Isukathota, National Highway 5, Besides Honda Showroom, Maddilapalem, Vizag",Maddilapalem,"Maddilapalem, Vizag",83.326859,17.740024,"Andhra, North Indian, Chinese",600,Indian Rupees(Rs.),No,No,2,3.5,124
835,Sandoz,1,Noida,"Shop 3, Upper Ground Floor, Supertech Mart, Sector 137, Near, Sector 132, Noida",Sector 132,"Sector 132, Noida",0,0,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,2,0,1
836,Sagar Ratna,1,New Delhi,"K-15, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.220409,28.6356827,"South Indian, North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,2,3.4,499
837,Lotus Garden,1,New Delhi,"SF-9, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,"Bhikaji Cama Place, New Delhi",77.1870054,28.5692067,"Chinese, Japanese, Thai",2000,Indian Rupees(Rs.),Yes,No,4,3.2,59
838,Paper Moon,166,Doha,"Beside Jarir Bookstore, Jaidah Square, Al Matar Street, Umm Ghuwailina, Doha",Umm Ghuwailina,"Umm Ghuwailina, Doha",51.54457591,25.27301974,Italian,400,Qatari Rial(QR),No,No,4,4.5,145
839,Yumm Biryani,1,Noida,"1-B, Lower Ground Floor, Food Court, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.3649068,28.5971097,"Biryani, Mughlai",550,Indian Rupees(Rs.),No,Yes,2,3.2,160
840,Bhappe Di Hatti,1,New Delhi,"C-76, Jhilmil Colony, Gopaljee Dairy Road, Vivek Vihar, New Delhi",Vivek Vihar,"Vivek Vihar, New Delhi",77.31217302,28.66934292,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,2,3.5,37
841,Parashar's,1,New Delhi,"Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"Qutab Institutional Area, New Delhi",77.1832793,28.5365468,"Chinese, North Indian",250,Indian Rupees(Rs.),No,No,1,2.9,4
842,Gulshan Pastry Shop,1,New Delhi,"A 73, Silver Complex, Shakarpur, Madhuban Chowk, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.2853555,28.6358385,Bakery,200,Indian Rupees(Rs.),No,No,1,3,9
843,D-Food,1,New Delhi,"Shop 3, Plot 1161, Opposite Old Sabji Mandi, Kanjhawala Road Bawana, Narela, New Delhi",Narela,"Narela, New Delhi",77.04952508,28.80619877,"Chinese, Fast Food, Bakery",500,Indian Rupees(Rs.),No,No,2,0,0
844,Subway,1,New Delhi,"15A/63, WEA, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.1892688,28.6467961,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,2,3.6,118
845,Gian Ji Punjabi Dhaba,1,New Delhi,"43, Main Market, Nehru Nagar, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Lajpat Nagar 1, New Delhi",77.2529469,28.569441,North Indian,150,Indian Rupees(Rs.),No,No,1,0,0
846,Wildflour Cafe + Bakery,162,Taguig City,"Ground Floor, Netlima Building, 4th Avenue Corner 26th Street, Bonifacio Global City, Taguig City",Bonifacio Global City,"Bonifacio Global City, Taguig City",121.04622,14.549337,"Cafe, Bakery, American, Italian",1500,Botswana Pula(P),Yes,No,4,4.4,392
847,Alwar Sweets & Namkeen,1,Gurgaon,"Shop 45-46, HUDA Market, Sector 39, Gurgaon",Sector 39,"Sector 39, Gurgaon",77.0573908,28.4495255,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,1,0,3
848,Bhoj Restaurant,1,Aurangabad,"First Floor, Bhau Pathak Smriti Kamgar Bhavan, CBS Road, Nirala Bazar, Aurangabad",Nirala Bazar,"Nirala Bazar, Aurangabad",75.317475,19.87802778,North Indian,450,Indian Rupees(Rs.),No,No,2,3.7,89
849,China Fort,1,New Delhi,"B 8, Ground Floor, B Block, Community Centre, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.0910903,28.6285431,"Chinese, North Indian, Thai",700,Indian Rupees(Rs.),No,Yes,2,3.5,74
850,Kamala Fast Food & Chinese,1,New Delhi,"32, Market  2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.25298069,28.5359835,"Fast Food, Chinese",300,Indian Rupees(Rs.),No,No,1,0,2
851,Bhai Ji Dhaba,1,Gurgaon,"Hanuman Mandir, Phase-1, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.0755585,28.511513,North Indian,500,Indian Rupees(Rs.),No,No,2,0,0
852,Burger Wala,1,New Delhi,"K-26-C, Main Road, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.128427,28.5441077,"Burger, Fast Food",200,Indian Rupees(Rs.),No,No,1,0,1
853,Kaveri,1,New Delhi,"12, Hudson Lane, D.D.A. Market, Kingsway Camp, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.2052412,28.6946441,North Indian,300,Indian Rupees(Rs.),No,No,1,3.3,51
854,Urban Hub,1,New Delhi,"1st Floor, 4/2, Opposite Raymond Showroom, Roop Nagar, Near Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.2012628,28.6835489,"Chinese, North Indian, Italian, Fast Food",1900,Indian Rupees(Rs.),Yes,No,3,3.6,346
855,Eat Me,1,New Delhi,"24/1-4, Yusuf Sarai, New Delhi",Yusuf Sarai,"Yusuf Sarai, New Delhi",77.2068326,28.5597171,"North Indian, Continental",600,Indian Rupees(Rs.),No,Yes,2,2.7,33
856,VK Food Court,1,Gurgaon,"MG Road, Sukhrali, Sector 17, Gurgaon",Sector 17,"Sector 17, Gurgaon",77.0610258,28.4755709,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,1,0,0
857,The Bubble Tea,1,New Delhi,"Food Court, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden","Pacific Mall, Tagore Garden, New Delhi",77.1064068,28.6424882,Beverages,250,Indian Rupees(Rs.),No,No,1,3.5,35
858,Paramjeet Machi Wala,1,New Delhi,"50-51, J Block Community Centre, Opposite Surya Continental, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1202126,28.6385502,"North Indian, Mughlai",750,Indian Rupees(Rs.),No,Yes,2,3.4,53
859,Twenty Four Seven,1,New Delhi,"A-31, Vikaspuri, New Delhi",Vikaspuri,"Vikaspuri, New Delhi",77.069947,28.6274498,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,1,3.1,7
860,Cream Centre,1,Coimbatore,"128/180, Orbit Avenue, Thirugnanasambandam Road, Opposite Bishop Appasamy College, Gopalapuram, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.97649444,11.00366944,"North Indian, Chinese, Italian, Mexican",1000,Indian Rupees(Rs.),No,No,3,4,203
861,Imperfecto,1,New Delhi,"1-A/1, Hauz Khas Village, New Delhi",Hauz Khas Village,"Hauz Khas Village, New Delhi",77.1951433,28.5546859,"Mediterranean, Italian, Continental, Spanish, North Indian",1800,Indian Rupees(Rs.),Yes,No,3,3.7,2247
862,Cupcakes & More,1,Noida,"408, Mahagun Maestro, Block F-21-A, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.37630514,28.57683772,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,1,0,0
863,The Nest,1,New Delhi,"Qutab Golf Course, Lado Sarai, New Delhi",Lado Sarai,"Lado Sarai, New Delhi",77.1939597,28.5291758,"Continental, Italian, North Indian",2200,Indian Rupees(Rs.),Yes,No,4,3.5,218
864,AOWLS,1,New Delhi,"Vasant Vihar, New Delhi",Vasant Vihar,"Vasant Vihar, New Delhi",77.15067118,28.52951508,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,Yes,1,3.5,37
865,Aazad Chicken Corner,1,New Delhi,"S-12, Green Park Extension, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.2057995,28.5584086,"Biryani, Mughlai",200,Indian Rupees(Rs.),No,No,1,0,0
866,Wakhra Swag,1,New Delhi,"Shop 93, Near Petroleum, Hari Nagar Ashram, Jangpura, New Delhi",Jangpura,"Jangpura, New Delhi",77.2569041,28.5744768,"South Indian, Chinese, Fast Food",200,Indian Rupees(Rs.),No,No,1,0,0
867,Patang - The Revolving Restaurant,1,Ahmedabad,"Chinubhai Tower, Nehru Bridge Corner, Ashram Road, Ahmedabad",Ashram Road,"Ashram Road, Ahmedabad",72.572009,23.0261651,"Continental, Chinese, North Indian",1800,Indian Rupees(Rs.),No,No,4,3.7,1315
868,Meal A Deal,1,New Delhi,"B-453, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.21951243,28.56420752,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,1,2.8,13
869,Veggie Adda,1,New Delhi,"8/20, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi",77.1398511,28.6590028,"North Indian, Fast Food",400,Indian Rupees(Rs.),No,Yes,1,3.4,25
870,Johny's Vada Pav,1,New Delhi,"12/17, Near Canara Bank, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.1734844,28.6448988,Street Food,150,Indian Rupees(Rs.),No,No,1,0,3
871,Amritsari Naan Hut,1,New Delhi,"24 A, Pocket E, Near Hansraj School, Dilshad Garden, New Delhi",Dilshad Garden,"Dilshad Garden, New Delhi",77.3174779,28.6826566,North Indian,200,Indian Rupees(Rs.),No,No,1,0,1
872,Starbucks,1,New Delhi,"M-33, M Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.23637111,28.5497965,Cafe,700,Indian Rupees(Rs.),No,No,2,3.5,187
873,Bodensee,216,Gainesville,"64 Munich Strasse, Helen, GA 30545",Helen,"Helen, Gainesville",-83.727741,34.701594,German,40,Dollar($),No,No,3,3.8,114
874,Lahori Gate,1,New Delhi,"97, Meherchand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2269086,28.5836343,"Mughlai, North Indian",1800,Indian Rupees(Rs.),Yes,Yes,3,3.5,148
875,Hookie Dookie,1,Noida,"RN 39, Basement, B Block Market, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3706875,28.6193211,Cafe,500,Indian Rupees(Rs.),No,No,2,0,0
876,Aapki Rasoi,1,Faridabad,"HR-227, 60 Feet Road, Pul Pehlad Pur, Charmwood Village, Faridabad",Charmwood Village,"Charmwood Village, Faridabad",77.2918292,28.4990636,North Indian,200,Indian Rupees(Rs.),No,No,1,0,1
877,Pipeline Cafe,1,New Delhi,"Shop 37, 2nd Floor, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1677935,28.5881169,"Cafe, North Indian, Chinese, Continental",650,Indian Rupees(Rs.),No,Yes,2,4,355
878,Chatkara,1,New Delhi,"Opposite S-26, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.2024756,28.5566575,Street Food,200,Indian Rupees(Rs.),No,No,1,0,0
879,Sardar Pure Meat Shop,1,New Delhi,"GG 1/ 143 A, PVR Road, Vikaspuri, New Delhi",Vikaspuri,"Vikaspuri, New Delhi",77.0765052,28.638646,"Raw Meats, Fast Food",300,Indian Rupees(Rs.),No,No,1,3.2,9
880,Chandni Chowk Parantha Corner,1,New Delhi,"10, Latika Park, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.2773248,28.6312335,North Indian,100,Indian Rupees(Rs.),No,No,1,3.1,8
881,My Corn,1,Noida,"C-28/29, Food Court, Tower B, Logix Cyber Park, Sector 62, Noida","Logix Cyber Park, Sector 62, Noida","Logix Cyber Park, Sector 62, Noida, Noida",77.3666722,28.6127402,Fast Food,100,Indian Rupees(Rs.),No,No,1,0,0
882,Pizza Hut,1,Noida,"Ground Floor, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.36484054,28.5973425,"Italian, Pizza, Fast Food",1000,Indian Rupees(Rs.),No,Yes,3,3.3,113
883,Trappeze Pub,216,Athens,"269 N Hull St, Athens, GA 30601",Athens,"Athens, Athens",-83.378881,33.958363,"Burger, Bar Food",25,Dollar($),No,No,2,4.2,579
884,Raasa The Luxuriate Fine Dine,1,New Delhi,"C-5, Opposite Pushpanjali Medical Centre, Karkardooma, New Delhi",Karkardooma,"Karkardooma, New Delhi",77.3094489,28.654069,"North Indian, Mughlai, Chinese",1150,Indian Rupees(Rs.),Yes,Yes,3,3.7,160
885,The Pastry Shop - Radisson Blu Plaza Delhi,1,New Delhi,"Radisson Blu Plaza Delhi, National Highway 8, Near IGI Airport, Mahipalpur, New Delhi","Radisson Blu Plaza Delhi, Mahipalpur","Radisson Blu Plaza Delhi, Mahipalpur, New Delhi",77.1194194,28.5438215,Bakery,1000,Indian Rupees(Rs.),No,No,3,3.6,26
886,Heera Chicken Corner,1,New Delhi,"Ground Floor, Neelkanth Palace, Sant Nagar, Near, East of Kailash, New Delhi",East of Kailash,"East of Kailash, New Delhi",0,0,Fast Food,300,Indian Rupees(Rs.),No,No,1,0,0
887,Cha cTea,1,Bhubaneshwar,"797, Near Shivam Honda Showroom, Sahid Nagar, Bhubaneshwar",Sahid Nagar,"Sahid Nagar, Bhubaneshwar",85.84295925,20.29322917,"Cafe, Tea",500,Indian Rupees(Rs.),No,No,2,3.8,56
888,Art of Spices,1,New Delhi,"B-1/3, Behind City Hospital, Pusa Road, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.19061162,28.64349552,"Fast Food, North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,2,4,841
889,Sayyam,1,New Delhi,"209-B, Baba Ganga Nath Market, Munirka, New Delhi",Munirka,"Munirka, New Delhi",77.1719392,28.5563417,Chinese,250,Indian Rupees(Rs.),No,No,1,2.7,16
890,Barista,1,Gurgaon,"Ground Floor, DT City Centre Mall, MG Road, Gurgaon","DT City Centre Mall, MG Road","DT City Centre Mall, MG Road, Gurgaon",77.0808644,28.4788581,Cafe,650,Indian Rupees(Rs.),No,Yes,2,3.3,25
891,Senorita's,1,New Delhi,"Pankaj Tower, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2905299,28.6068399,Mexican,300,Indian Rupees(Rs.),No,No,1,0,3
892,Kake Da Hotel,1,Noida,"Shop 1-2, Gautam Budh Nagar, Sector 41, Noida",Sector 41,"Sector 41, Noida",77.3612895,28.5612185,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,Yes,2,3.5,63
893,Qureshi's Kabab Corner,1,Gurgaon,"CB 70-71, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon","Shopping Mall, DLF Phase 1","Shopping Mall, DLF Phase 1, Gurgaon",77.0992642,28.4661404,"North Indian, Mughlai",650,Indian Rupees(Rs.),No,No,2,4,398
894,Meatwale.com,1,Noida,"17, Skytech Matrott, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3863819,28.5707996,"Raw Meats, Fast Food",300,Indian Rupees(Rs.),No,No,1,0,3
895,Milk Patisserie,1,New Delhi,"Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.23133,28.573539,"Bakery, Desserts",300,Indian Rupees(Rs.),No,Yes,1,3.8,24
896,Chaman Dhaba,1,New Delhi,"450/1, Jheel Kuranja, Near, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27334738,28.6576701,North Indian,200,Indian Rupees(Rs.),No,No,1,0,3
897,Ankit Fast Food Corner,1,New Delhi,"Opposite Sanjhi Rasoi, Dabri Road, Palam, New Delhi",Palam,"Palam, New Delhi",77.081824,28.5999471,Chinese,200,Indian Rupees(Rs.),No,No,1,2.9,5
898,Sagar Ratna,1,Noida,"C-134/B, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.3648332,28.5971027,"South Indian, North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,2,2.3,155
899,Berco's,1,New Delhi,"Palate of Delhi, Dhaula Kuan Metro Station, Chanakyapuri, New Delhi","Palate of Delhi, Chanakyapuri","Palate of Delhi, Chanakyapuri, New Delhi",77.1622219,28.5921535,"Chinese, Thai",900,Indian Rupees(Rs.),No,No,2,0,2
900,Pudding & Pie,1,New Delhi,"C4 A/46 A, Near Fire Station, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.0888248,28.6180223,"Bakery, Fast Food",450,Indian Rupees(Rs.),No,No,1,3.4,66
901,Dhe Puttu,1,Kochi,"NH 47, Edapally Bypass, Edappally, Kochi",Edappally,"Edappally, Kochi",76.31063056,10.02068333,Kerala,600,Indian Rupees(Rs.),No,Yes,2,4.4,662
902,6 Pack Momos,1,New Delhi,"BA-Block, Deep Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1724219,28.6940223,Chinese,300,Indian Rupees(Rs.),No,No,1,0,1
903,Chao Chinese Bistro - Holiday Inn Jaipur City Centre,1,Jaipur,"Holiday Inn Jaipur City Centre, Commercial Plot 1, Sardar Patel Road, Bais Godam, Jaipur","Holiday Inn Jaipur City Centre, Bais Godam","Holiday Inn Jaipur City Centre, Bais Godam, Jaipur",75.7929342,26.9029076,"Chinese, Asian",2500,Indian Rupees(Rs.),No,No,4,4.3,308
904,Giani,1,New Delhi,"2/81, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.12674689,28.66599607,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,1,3.4,37
905,Paankhuri Restaurant,1,New Delhi,"51, Aara Kashan Road, Paharganj, New Delhi",Paharganj,"Paharganj, New Delhi",77.21423384,28.64522214,North Indian,500,Indian Rupees(Rs.),No,No,2,3,5
906,Gatsby Kitchen & Bar by Club BW,1,New Delhi,"N-4, N Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",0,0,"Continental, North Indian",2100,Indian Rupees(Rs.),Yes,No,4,3.5,22
907,Cocoberry,1,New Delhi,"H-4/2, Main Market, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi",77.1899876,28.7050829,Desserts,300,Indian Rupees(Rs.),No,No,1,3.5,62
908,Shree Krishna Restaurant,1,New Delhi,"Below Metro Station, New Ashok Nagar, Vasundhara Enclave, New Delhi",Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.3033247,28.5891562,"North Indian, Chinese",200,Indian Rupees(Rs.),No,No,1,0,1
909,Momos House,1,New Delhi,"G-130, Sudarshan Cinema Road, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2100361,28.5609831,Chinese,350,Indian Rupees(Rs.),No,Yes,1,3.3,32
910,Barista,1,Gurgaon,"Ground Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0800708,28.4809987,Cafe,650,Indian Rupees(Rs.),No,Yes,2,3.4,39
911,Dilli Darbar,1,New Delhi,"F 20, UGF District Centre, Janakpuri, New Delhi","District Centre, Janakpuri","District Centre, Janakpuri, New Delhi",77.0818722,28.6300877,"North Indian, Chinese",1200,Indian Rupees(Rs.),Yes,No,3,2.3,118
912,Eat Street Express,1,Nagpur,"Shraddhanandpeth Square, Opposite A-Square Building, Abhyankar Road, Near, Bajaj Nagar, Nagpur",Bajaj Nagar,"Bajaj Nagar, Nagpur",79.05922417,21.12499944,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,2,4,103
913,SharpShooters Roof Top Cafe,1,New Delhi,"282, Roof Top, Benito Juarez Marg, South Moti Bagh, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1687371,28.5885208,"Cafe, Chinese, Italian",450,Indian Rupees(Rs.),No,No,1,3,18
914,Chaat Corner,1,New Delhi,"Shop 6, Aurobindo Market, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2037786,28.5518155,Street Food,100,Indian Rupees(Rs.),No,No,1,3.2,12
915,Shama Chicken Corner,1,New Delhi,"CE 1, Shop 5, Near Hari Nagar Clock Tower, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1108325,28.6258103,"Biryani, Mughlai",300,Indian Rupees(Rs.),No,No,1,0,3
916,Punjab Sweet House,1,Ranchi,"Main Road, Kanka, Ranchi",Kanka,"Kanka, Ranchi",85.32544722,23.35919444,Street Food,200,Indian Rupees(Rs.),No,No,1,3.5,112
917,Subs n Shakes,1,New Delhi,"6, BN Block Market, Vardhman Prime Plaza, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.1624915,28.7063862,"Fast Food, Beverages",400,Indian Rupees(Rs.),No,No,1,3.1,4
918,Chalte Firte Momos & Special Foods,1,New Delhi,"G-8, SGL Plaza, DC Chowk, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.1258201,28.7181704,"Chinese, Fast Food",350,Indian Rupees(Rs.),No,Yes,1,3.2,212
919,Clever Fox Cafe,1,New Delhi,"Red Fox Hotel, Community Center, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3328617,28.6071702,"North Indian, Continental, Chinese",900,Indian Rupees(Rs.),Yes,No,2,3,25
920,Rajender Di Punjabi Rasoi,1,New Delhi,"WZ 96, Meenakshi Garden, Subhash Nagar, New Delhi",Subhash Nagar,"Subhash Nagar, New Delhi",77.1055022,28.640368,North Indian,100,Indian Rupees(Rs.),No,No,1,0,1
921,The Spice Room,1,Gurgaon,"Ground Floor, Tower 3,  Vatika Business Park, Sohna Road, Gurgaon",Sohna Road,"Sohna Road, Gurgaon",77.0452475,28.406214,"North Indian, Chinese",1350,Indian Rupees(Rs.),Yes,Yes,3,3.4,155
922,DÌ_ner Grill,1,New Delhi,"40, North West Avenue, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.12002393,28.66714249,"Fast Food, Turkish",900,Indian Rupees(Rs.),No,Yes,2,3.9,75
923,Cafe Bonkerz,1,Gurgaon,"Shop D-3, LGF, Sushant Shopping Arcade, Phase 1, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon",77.0787061,28.4604516,"American, Fast Food",850,Indian Rupees(Rs.),No,Yes,2,3.6,41
924,Veer Jee,1,Noida,"Shop 31, Kunchanjunga Market, Sector 53, Noida",Sector 53,"Sector 53, Noida",77.36209564,28.59569369,North Indian,250,Indian Rupees(Rs.),No,No,1,0,3
925,Barista,1,New Delhi,"17A, Friends Colony, New Delhi",Friends Colony,"Friends Colony, New Delhi",77.268165,28.570351,Cafe,650,Indian Rupees(Rs.),No,No,2,3.2,15
926,Sumona Restaurant,1,New Delhi,"F-95, Katwaria Sarai, Near Shiv Mandir, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"Qutab Institutional Area, New Delhi",77.18650181,28.54210988,North Indian,200,Indian Rupees(Rs.),No,No,1,0,3
927,Al Mughal,1,New Delhi,"57/5, Manjusha Building, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",77.2521897,28.5487046,Mughlai,250,Indian Rupees(Rs.),No,No,1,0,2
928,Manohar Dairy And Restaurant,1,Bhopal,"132, Zone 1, Maharana Pratap Nagar, Bhopal",Maharana Pratap Nagar,"Maharana Pratap Nagar, Bhopal",77.434007,23.234249,"North Indian, South Indian, Street Food, Bakery",400,Indian Rupees(Rs.),No,No,2,4.4,243
929,4S Chinese Restaurant,1,New Delhi,"A-26, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.2304115,28.5731228,"Chinese, Thai",700,Indian Rupees(Rs.),No,No,2,3.5,215
